Alexis	F	14861	2003
Ashley	F	14512	2003
Elizabeth	F	14097	2003
Samantha	F	13865	2003
Jacob	M	29626	2003
Michael	M	27114	2003
Joshua	M	25089	2003
Matthew	M	23993	2003
Andrew	M	22148	2003
Joseph	M	21357	2003
Ethan	M	21355	2003
Daniel	M	21034	2003
Christopher	M	20745	2003
Anthony	M	20142	2003
Emily	F	25032	2004
Emma	F	21604	2004
Madison	F	20619	2004
Olivia	F	16104	2004
Hannah	F	15602	2004
Abigail	F	15423	2004
Isabella	F	15014	2004
Ashley	F	14371	2004
Samantha	F	13780	2004
Elizabeth	F	13556	2004
Jacob	M	27876	2004
Michael	M	25448	2004
Joshua	M	24197	2004
Matthew	M	22872	2004
Ethan	M	22204	2004
Andrew	M	21698	2004
Daniel	M	20973	2004
William	M	20223	2004
Joseph	M	20120	2004
Christopher	M	19624	2004
Emily	F	23934	2005
Emma	F	20336	2005
Madison	F	19564	2005
Abigail	F	15748	2005
Olivia	F	15691	2005
Isabella	F	15180	2005
Hannah	F	14844	2005
Samantha	F	13635	2005
Ava	F	13604	2005
Ashley	F	13273	2005
Jacob	M	25826	2005
Michael	M	23807	2005
Joshua	M	23244	2005
Matthew	M	21465	2005
Ethan	M	21309	2005
Andrew	M	20724	2005
Daniel	M	20205	2005
Anthony	M	19374	2005
Joseph	M	19204	2005
Christopher	M	19164	2005
Emily	F	21398	2006
Emma	F	19108	2006
Madison	F	18619	2006
Isabella	F	18220	2006
Ava	F	16938	2006
Abigail	F	15627	2006
Olivia	F	15493	2006
Hannah	F	14542	2006
Sophia	F	13497	2006
Samantha	F	12459	2006
Jacob	M	24835	2006
Michael	M	22630	2006
Joshua	M	22313	2006
Ethan	M	20504	2006
Matthew	M	20326	2006
Daniel	M	20054	2006
Andrew	M	19711	2006
Christopher	M	19672	2006
Anthony	M	19400	2006
William	M	18952	2006
Emily	F	19353	2007
Isabella	F	19134	2007
Emma	F	18365	2007
Ava	F	18046	2007
Madison	F	17956	2007
Sophia	F	17020	2007
Olivia	F	16577	2007
Abigail	F	15463	2007
Hannah	F	13300	2007
Elizabeth	F	13044	2007
Jacob	M	24265	2007
Michael	M	21979	2007
Ethan	M	21023	2007
Joshua	M	20645	2007
Daniel	M	20245	2007
Christopher	M	20005	2007
Anthony	M	19621	2007
William	M	18880	2007
Matthew	M	18731	2007
Andrew	M	18444	2007
Emma	F	18806	2008
Isabella	F	18609	2008
Emily	F	17426	2008
Olivia	F	17076	2008
Ava	F	17033	2008
Madison	F	17024	2008
Sophia	F	16078	2008
Abigail	F	15076	2008
Elizabeth	F	11995	2008
Chloe	F	11822	2008
Jacob	M	22587	2008
Michael	M	20609	2008
Ethan	M	20206	2008
Joshua	M	19196	2008
Daniel	M	18995	2008
Alexander	M	18688	2008
Anthony	M	18387	2008
William	M	18386	2008
Christopher	M	17939	2008
Matthew	M	17577	2008
Isabella	F	22289	2009
Emma	F	17889	2009
Olivia	F	17429	2009
Sophia	F	16934	2009
Ava	F	15864	2009
Emily	F	15342	2009
Madison	F	15232	2009
Abigail	F	14383	2009
Chloe	F	11904	2009
Mia	F	11420	2009
Jacob	M	21162	2009
Ethan	M	19839	2009
Michael	M	18927	2009
Alexander	M	18221	2009
William	M	17908	2009
Joshua	M	17634	2009
Daniel	M	17534	2009
Jayden	M	17277	2009
Noah	M	17236	2009
Christopher	M	16345	2009
Isabella	F	22898	2010
Sophia	F	20634	2010
Emma	F	17333	2010
Olivia	F	17019	2010
Ava	F	15424	2010
Emily	F	14266	2010
Abigail	F	14234	2010
Madison	F	13175	2010
Chloe	F	11750	2010
Mia	F	10630	2010
Jacob	M	22110	2010
Ethan	M	17995	2010
Michael	M	17336	2010
Jayden	M	17163	2010
William	M	17042	2010
Alexander	M	16749	2010
Noah	M	16442	2010
Daniel	M	15827	2010
Aiden	M	15531	2010
Anthony	M	15482	2010
Sophia	F	21833	2011
Isabella	F	19891	2011
Emma	F	18791	2011
Olivia	F	17315	2011
Ava	F	15491	2011
Emily	F	14247	2011
Abigail	F	13245	2011
Madison	F	12374	2011
Mia	F	11525	2011
Chloe	F	10983	2011
Jacob	M	20356	2011
Mason	M	19503	2011
William	M	17331	2011
Jayden	M	16979	2011
Noah	M	16848	2011
Michael	M	16775	2011
Ethan	M	16677	2011
Alexander	M	15695	2011
Aiden	M	15487	2011
Daniel	M	15269	2011
Sophia	F	22292	2012
Emma	F	20922	2012
Isabella	F	19089	2012
Olivia	F	17303	2012
Ava	F	15523	2012
Emily	F	13641	2012
Abigail	F	12692	2012
Mia	F	12012	2012
Madison	F	11383	2012
Elizabeth	F	9692	2012
Jacob	M	19061	2012
Mason	M	18961	2012
Ethan	M	17657	2012
Noah	M	17336	2012
William	M	16872	2012
Liam	M	16789	2012
Michael	M	16143	2012
Jayden	M	16113	2012
Alexander	M	15228	2012
Aiden	M	14883	2012
Sophia	F	21193	2013
Emma	F	20921	2013
Olivia	F	18405	2013
Isabella	F	17617	2013
Ava	F	15236	2013
Mia	F	13141	2013
Emily	F	13118	2013
Abigail	F	12396	2013
Madison	F	10583	2013
Elizabeth	F	9444	2013
Noah	M	18224	2013
Jacob	M	18133	2013
Liam	M	18121	2013
Mason	M	17680	2013
William	M	16612	2013
Ethan	M	16226	2013
Michael	M	15468	2013
Alexander	M	14891	2013
Jayden	M	14744	2013
Daniel	M	14268	2013
Emma	F	20912	2014
Olivia	F	19784	2014
Sophia	F	18583	2014
Isabella	F	17054	2014
Ava	F	15680	2014
Mia	F	13501	2014
Emily	F	12629	2014
Abigail	F	12067	2014
Madison	F	10303	2014
Charlotte	F	10104	2014
Noah	M	19263	2014
Liam	M	18440	2014
Mason	M	17177	2014
Jacob	M	16842	2014
William	M	16798	2014
Ethan	M	15704	2014
Michael	M	15426	2014
Alexander	M	15394	2014
James	M	14403	2014
Daniel	M	13915	2014
Emma	F	20415	2015
Olivia	F	19638	2015
Sophia	F	17381	2015
Ava	F	16340	2015
Isabella	F	15574	2015
Mia	F	14871	2015
Abigail	F	12371	2015
Emily	F	11766	2015
Charlotte	F	11381	2015
Harper	F	10283	2015
Noah	M	19594	2015
Liam	M	18330	2015
Mason	M	16591	2015
Jacob	M	15914	2015
William	M	15863	2015
Ethan	M	15049	2015
James	M	14773	2015
Alexander	M	14507	2015
Michael	M	14396	2015
Benjamin	M	13670	2015
Emma	F	19414	2016
Olivia	F	19246	2016
Ava	F	16237	2016
Sophia	F	16070	2016
Isabella	F	14722	2016
Mia	F	14366	2016
Charlotte	F	13030	2016
Abigail	F	11699	2016
Emily	F	10926	2016
Harper	F	10733	2016
Noah	M	19015	2016
Liam	M	18138	2016
William	M	15668	2016
Mason	M	15192	2016
James	M	14776	2016
Benjamin	M	14569	2016
Jacob	M	14416	2016
Michael	M	13998	2016
Elijah	M	13764	2016
Ethan	M	13758	2016
