Matthew	M	45372	1989
Joshua	M	44089	1989
David	M	35214	1989
Daniel	M	34994	1989
Andrew	M	34807	1989
Justin	M	32843	1989
James	M	32695	1989
Robert	M	30064	1989
Jessica	F	46473	1990
Ashley	F	45558	1990
Brittany	F	36537	1990
Amanda	F	34407	1990
Samantha	F	25866	1990
Sarah	F	25815	1990
Stephanie	F	24861	1990
Jennifer	F	22225	1990
Elizabeth	F	20742	1990
Lauren	F	20500	1990
Michael	M	65276	1990
Christopher	M	52331	1990
Matthew	M	44798	1990
Joshua	M	43216	1990
Daniel	M	33813	1990
David	M	33742	1990
Andrew	M	33655	1990
James	M	32345	1990
Justin	M	30637	1990
Joseph	M	30125	1990
Ashley	F	43479	1991
Jessica	F	43396	1991
Brittany	F	29090	1991
Amanda	F	28887	1991
Samantha	F	25644	1991
Sarah	F	25223	1991
Stephanie	F	22768	1991
Jennifer	F	20671	1991
Elizabeth	F	20388	1991
Emily	F	20308	1991
Michael	M	60783	1991
Christopher	M	47098	1991
Matthew	M	41633	1991
Joshua	M	41219	1991
Andrew	M	31528	1991
Daniel	M	30918	1991
James	M	30503	1991
David	M	30416	1991
Joseph	M	29836	1991
John	M	27797	1991
Ashley	F	38453	1992
Jessica	F	38354	1992
Amanda	F	25034	1992
Brittany	F	24977	1992
Sarah	F	24634	1992
Samantha	F	24406	1992
Emily	F	21832	1992
Stephanie	F	19670	1992
Elizabeth	F	19032	1992
Megan	F	17843	1992
Michael	M	54387	1992
Christopher	M	42462	1992
Matthew	M	37733	1992
Joshua	M	36214	1992
Andrew	M	30534	1992
Brandon	M	29618	1992
Daniel	M	29146	1992
Tyler	M	28792	1992
James	M	28502	1992
David	M	28408	1992
Jessica	F	34987	1993
Ashley	F	34848	1993
Sarah	F	24251	1993
Samantha	F	23666	1993
Emily	F	23593	1993
Brittany	F	21725	1993
Taylor	F	21266	1993
Amanda	F	20810	1993
Elizabeth	F	17555	1993
Stephanie	F	17182	1993
Michael	M	49552	1993
Christopher	M	38227	1993
Matthew	M	35769	1993
Joshua	M	33577	1993
Tyler	M	29797	1993
Brandon	M	28734	1993
Daniel	M	28677	1993
Nicholas	M	28107	1993
Jacob	M	27480	1993
Andrew	M	27314	1993
Jessica	F	32118	1994
Ashley	F	30279	1994
Emily	F	24149	1994
Samantha	F	22818	1994
Sarah	F	22289	1994
Taylor	F	20732	1994
Brittany	F	18899	1994
Amanda	F	18717	1994
Elizabeth	F	16779	1994
Megan	F	16579	1994
Michael	M	44467	1994
Christopher	M	34799	1994
Matthew	M	33646	1994
Joshua	M	31373	1994
Tyler	M	30477	1994
Brandon	M	29486	1994
Jacob	M	29412	1994
Daniel	M	28058	1994
Nicholas	M	27761	1994
Andrew	M	26009	1994
Jessica	F	27934	1995
Ashley	F	26603	1995
Emily	F	24379	1995
Samantha	F	21645	1995
Sarah	F	21371	1995
Taylor	F	20426	1995
Hannah	F	17012	1995
Brittany	F	16476	1995
Amanda	F	16347	1995
Elizabeth	F	16185	1995
Michael	M	41403	1995
Matthew	M	32875	1995
Christopher	M	32672	1995
Jacob	M	31126	1995
Joshua	M	30715	1995
Nicholas	M	29155	1995
Tyler	M	29154	1995
Brandon	M	26904	1995
Daniel	M	26717	1995
Austin	M	25905	1995
Emily	F	25151	1996
Jessica	F	24194	1996
Ashley	F	23677	1996
Sarah	F	21031	1996
Samantha	F	20547	1996
Taylor	F	19151	1996
Hannah	F	18594	1996
Alexis	F	16588	1996
Rachel	F	16112	1996
Elizabeth	F	15992	1996
Michael	M	38364	1996
Matthew	M	32072	1996
Jacob	M	31921	1996
Christopher	M	30902	1996
Joshua	M	29168	1996
Nicholas	M	27719	1996
Tyler	M	26954	1996
Brandon	M	25845	1996
Austin	M	25659	1996
Andrew	M	25232	1996
Emily	F	25731	1997
Jessica	F	21042	1997
Ashley	F	20895	1997
Sarah	F	20698	1997
Hannah	F	20590	1997
Samantha	F	20170	1997
Taylor	F	19503	1997
Alexis	F	17170	1997
Elizabeth	F	15417	1997
Madison	F	15187	1997
Michael	M	37548	1997
Jacob	M	34147	1997
Matthew	M	31513	1997
Christopher	M	29103	1997
Joshua	M	28283	1997
Nicholas	M	27257	1997
Andrew	M	25193	1997
Brandon	M	25193	1997
Austin	M	25117	1997
Tyler	M	24876	1997
Emily	F	26180	1998
Hannah	F	21372	1998
Samantha	F	20192	1998
Sarah	F	19876	1998
Ashley	F	19873	1998
Alexis	F	19778	1998
Taylor	F	18572	1998
Jessica	F	18235	1998
Madison	F	17785	1998
Elizabeth	F	15184	1998
Michael	M	36614	1998
Jacob	M	36010	1998
Matthew	M	31141	1998
Joshua	M	28086	1998
Christopher	M	27001	1998
Nicholas	M	26633	1998
Brandon	M	23829	1998
Tyler	M	23711	1998
Andrew	M	23652	1998
Austin	M	23477	1998
Emily	F	26538	1999
Hannah	F	21671	1999
Alexis	F	19234	1999
Sarah	F	19094	1999
Samantha	F	19035	1999
Ashley	F	18133	1999
Madison	F	18052	1999
Taylor	F	16905	1999
Jessica	F	16346	1999
Elizabeth	F	15333	1999
Jacob	M	35352	1999
Michael	M	33908	1999
Matthew	M	30416	1999
Joshua	M	27257	1999
Nicholas	M	25639	1999
Christopher	M	25601	1999
Andrew	M	23850	1999
Joseph	M	23205	1999
Daniel	M	22681	1999
Tyler	M	22664	1999
Emily	F	25953	2000
Hannah	F	23078	2000
Madison	F	19967	2000
Ashley	F	17996	2000
Sarah	F	17691	2000
Alexis	F	17628	2000
Samantha	F	17265	2000
Jessica	F	15706	2000
Elizabeth	F	15092	2000
Taylor	F	15077	2000
Jacob	M	34470	2000
Michael	M	32033	2000
Matthew	M	28572	2000
Joshua	M	27536	2000
Christopher	M	24928	2000
Nicholas	M	24650	2000
Andrew	M	23635	2000
Joseph	M	22823	2000
Daniel	M	22310	2000
Tyler	M	21502	2000
Emily	F	25054	2001
Madison	F	22162	2001
Hannah	F	20709	2001
Ashley	F	16526	2001
Alexis	F	16399	2001
Sarah	F	15894	2001
Samantha	F	15861	2001
Abigail	F	14803	2001
Elizabeth	F	14783	2001
Olivia	F	13976	2001
Jacob	M	32536	2001
Michael	M	29679	2001
Matthew	M	26804	2001
Joshua	M	26011	2001
Christopher	M	23120	2001
Nicholas	M	22840	2001
Andrew	M	22405	2001
Joseph	M	21999	2001
Daniel	M	20979	2001
William	M	20098	2001
Emily	F	24460	2002
Madison	F	21772	2002
Hannah	F	18818	2002
Emma	F	16534	2002
Alexis	F	15635	2002
Ashley	F	15340	2002
Abigail	F	15297	2002
Sarah	F	14757	2002
Samantha	F	14660	2002
Olivia	F	14628	2002
Jacob	M	30563	2002
Michael	M	28245	2002
Joshua	M	25986	2002
Matthew	M	25150	2002
Ethan	M	22105	2002
Andrew	M	22016	2002
Joseph	M	21889	2002
Christopher	M	21677	2002
Nicholas	M	21388	2002
Daniel	M	21309	2002
Emily	F	25688	2003
Emma	F	22702	2003
Madison	F	20197	2003
Hannah	F	17631	2003
Olivia	F	16144	2003
Abigail	F	15920	2003
