Charles	M	29789	1934
George	M	18497	1934
Thomas	M	17366	1934
Joseph	M	17102	1934
Mary	F	55067	1935
Shirley	F	42354	1935
Barbara	F	30693	1935
Betty	F	28670	1935
Patricia	F	22876	1935
Dorothy	F	19403	1935
Joan	F	18223	1935
Margaret	F	14720	1935
Nancy	F	14543	1935
Helen	F	12782	1935
Robert	M	56519	1935
James	M	54998	1935
John	M	47493	1935
William	M	40197	1935
Richard	M	33941	1935
Charles	M	29977	1935
Donald	M	29658	1935
George	M	18557	1935
Thomas	M	17679	1935
Joseph	M	17185	1935
Mary	F	54368	1936
Shirley	F	35161	1936
Barbara	F	31682	1936
Betty	F	25864	1936
Patricia	F	23912	1936
Dorothy	F	17668	1936
Joan	F	17067	1936
Nancy	F	16756	1936
Margaret	F	14593	1936
Carol	F	14521	1936
Robert	M	58489	1936
James	M	54679	1936
John	M	47667	1936
William	M	39388	1936
Richard	M	33485	1936
Charles	M	29081	1936
Donald	M	28633	1936
Thomas	M	18340	1936
George	M	18193	1936
David	M	17475	1936
Mary	F	55643	1937
Barbara	F	34908	1937
Patricia	F	26839	1937
Shirley	F	26816	1937
Betty	F	25330	1937
Carol	F	17335	1937
Nancy	F	17067	1937
Dorothy	F	16571	1937
Joan	F	15297	1937
Margaret	F	15145	1937
Robert	M	61824	1937
James	M	56552	1937
John	M	48743	1937
William	M	40706	1937
Richard	M	32974	1937
Charles	M	30518	1937
Donald	M	27864	1937
David	M	20976	1937
Thomas	M	19772	1937
George	M	18429	1937
Mary	F	56213	1938
Barbara	F	39276	1938
Patricia	F	27555	1938
Betty	F	25501	1938
Shirley	F	23769	1938
Carol	F	19423	1938
Nancy	F	18947	1938
Dorothy	F	16349	1938
Margaret	F	15330	1938
Joan	F	14301	1938
Robert	M	62268	1938
James	M	59096	1938
John	M	50512	1938
William	M	42424	1938
Richard	M	34382	1938
Charles	M	31136	1938
Donald	M	26662	1938
David	M	22992	1938
Thomas	M	21375	1938
Ronald	M	20292	1938
Mary	F	54904	1939
Barbara	F	37258	1939
Patricia	F	29705	1939
Betty	F	23639	1939
Shirley	F	20447	1939
Carol	F	20169	1939
Nancy	F	19725	1939
Judith	F	16626	1939
Dorothy	F	15169	1939
Margaret	F	14951	1939
Robert	M	59645	1939
James	M	59628	1939
John	M	51016	1939
William	M	42076	1939
Richard	M	35373	1939
Charles	M	30783	1939
David	M	25357	1939
Donald	M	24056	1939
Thomas	M	22127	1939
Ronald	M	19834	1939
Mary	F	56198	1940
Barbara	F	36732	1940
Patricia	F	32662	1940
Judith	F	22380	1940
Betty	F	22075	1940
Carol	F	21760	1940
Nancy	F	19732	1940
Linda	F	18368	1940
Shirley	F	17876	1940
Sandra	F	16151	1940
James	M	62474	1940
Robert	M	61195	1940
John	M	54777	1940
William	M	44772	1940
Richard	M	37415	1940
Charles	M	31684	1940
David	M	27684	1940
Thomas	M	23987	1940
Donald	M	23104	1940
Ronald	M	20731	1940
Mary	F	58039	1941
Barbara	F	39536	1941
Patricia	F	36902	1941
Carol	F	24183	1941
Linda	F	23716	1941
Judith	F	23316	1941
Betty	F	20900	1941
Nancy	F	20882	1941
Sandra	F	19500	1941
Shirley	F	16951	1941
James	M	66729	1941
Robert	M	64232	1941
John	M	57512	1941
William	M	47786	1941
Richard	M	39106	1941
Charles	M	32727	1941
David	M	30550	1941
Thomas	M	26641	1941
Ronald	M	24394	1941
Donald	M	22626	1941
Mary	F	63243	1942
Barbara	F	44734	1942
Patricia	F	39453	1942
Linda	F	31611	1942
Carol	F	30271	1942
Sandra	F	24991	1942
Judith	F	24790	1942
Nancy	F	23326	1942
Betty	F	21654	1942
Carolyn	F	19979	1942
James	M	77179	1942
Robert	M	71839	1942
John	M	66028	1942
William	M	54879	1942
Richard	M	43582	1942
David	M	35895	1942
Charles	M	35843	1942
Thomas	M	31100	1942
Ronald	M	27130	1942
Donald	M	23950	1942
Mary	F	66171	1943
Barbara	F	43428	1943
Patricia	F	39623	1943
Linda	F	38438	1943
Carol	F	31680	1943
Sandra	F	25988	1943
Judith	F	25209	1943
Sharon	F	24711	1943
Nancy	F	23990	1943
Betty	F	21597	1943
James	M	80256	1943
Robert	M	74861	1943
John	M	68921	1943
William	M	55893	1943
Richard	M	46331	1943
David	M	37237	1943
Charles	M	36628	1943
Thomas	M	32863	1943
Ronald	M	29236	1943
Michael	M	24744	1943
Mary	F	62464	1944
Barbara	F	39195	1944
Linda	F	38412	1944
Patricia	F	36875	1944
Carol	F	30457	1944
Sandra	F	26024	1944
Nancy	F	23212	1944
Judith	F	22433	1944
Sharon	F	22428	1944
Betty	F	19756	1944
James	M	76948	1944
Robert	M	70844	1944
John	M	66612	1944
William	M	52359	1944
Richard	M	45634	1944
David	M	37379	1944
Charles	M	34647	1944
Thomas	M	31595	1944
Michael	M	26727	1944
Ronald	M	25509	1944
Mary	F	59288	1945
Linda	F	41463	1945
Barbara	F	38275	1945
Patricia	F	35839	1945
