James	M	88584	1948
Robert	M	85470	1948
John	M	82831	1948
William	M	61970	1948
David	M	56608	1948
Michael	M	52562	1948
Richard	M	50973	1948
Thomas	M	43782	1948
Charles	M	38680	1948
Ronald	M	33517	1948
Linda	F	91013	1949
Mary	F	66863	1949
Patricia	F	46334	1949
Barbara	F	42599	1949
Susan	F	37707	1949
Sandra	F	30642	1949
Nancy	F	29241	1949
Carol	F	26781	1949
Kathleen	F	26353	1949
Sharon	F	25711	1949
James	M	86856	1949
Robert	M	83865	1949
John	M	81156	1949
William	M	61507	1949
Michael	M	60046	1949
David	M	59608	1949
Richard	M	50933	1949
Thomas	M	45208	1949
Charles	M	40043	1949
Larry	M	31807	1949
Linda	F	80439	1950
Mary	F	65485	1950
Patricia	F	47948	1950
Barbara	F	41559	1950
Susan	F	38019	1950
Nancy	F	29619	1950
Deborah	F	29067	1950
Sandra	F	28896	1950
Carol	F	26163	1950
Kathleen	F	25704	1950
James	M	86238	1950
Robert	M	83575	1950
John	M	79427	1950
Michael	M	65166	1950
David	M	60737	1950
William	M	60700	1950
Richard	M	51014	1950
Thomas	M	45612	1950
Charles	M	39108	1950
Gary	M	33757	1950
Linda	F	73970	1951
Mary	F	65726	1951
Patricia	F	56446	1951
Deborah	F	42060	1951
Barbara	F	40612	1951
Susan	F	40226	1951
Nancy	F	30349	1951
Karen	F	28000	1951
Sandra	F	27666	1951
Kathleen	F	26719	1951
James	M	87283	1951
Robert	M	86381	1951
John	M	81595	1951
Michael	M	72817	1951
David	M	64820	1951
William	M	62796	1951
Richard	M	54555	1951
Thomas	M	48281	1951
Charles	M	39398	1951
Gary	M	38164	1951
Linda	F	67082	1952
Mary	F	65645	1952
Patricia	F	53094	1952
Deborah	F	49808	1952
Susan	F	41342	1952
Barbara	F	39877	1952
Nancy	F	31731	1952
Karen	F	28959	1952
Debra	F	26832	1952
Sandra	F	26083	1952
James	M	87061	1952
Robert	M	86576	1952
John	M	83108	1952
Michael	M	79017	1952
David	M	71752	1952
William	M	63018	1952
Richard	M	58334	1952
Thomas	M	48621	1952
Charles	M	38855	1952
Gary	M	38736	1952
Mary	F	64366	1953
Linda	F	61258	1953
Deborah	F	52188	1953
Patricia	F	51005	1953
Susan	F	44280	1953
Barbara	F	38458	1953
Debra	F	36856	1953
Nancy	F	30605	1953
Karen	F	29850	1953
Pamela	F	25754	1953
Robert	M	86189	1953
James	M	85996	1953
Michael	M	84181	1953
John	M	80112	1953
David	M	76071	1953
William	M	61790	1953
Richard	M	58322	1953
Thomas	M	46980	1953
Charles	M	38390	1953
Gary	M	36943	1953
Mary	F	68006	1954
Linda	F	55382	1954
Deborah	F	54685	1954
Patricia	F	49142	1954
Susan	F	47161	1954
Debra	F	45894	1954
Barbara	F	36377	1954
Karen	F	32455	1954
Nancy	F	30263	1954
Cynthia	F	27617	1954
Michael	M	88525	1954
James	M	86308	1954
Robert	M	86297	1954
John	M	81166	1954
David	M	79550	1954
William	M	61428	1954
Richard	M	57024	1954
Thomas	M	47155	1954
Gary	M	37916	1954
Charles	M	37454	1954
Mary	F	63159	1955
Deborah	F	52314	1955
Linda	F	51283	1955
Debra	F	50541	1955
Susan	F	47393	1955
Patricia	F	46217	1955
Barbara	F	33594	1955
Karen	F	33213	1955
Nancy	F	30010	1955
Donna	F	27939	1955
Michael	M	88301	1955
David	M	86211	1955
James	M	84143	1955
Robert	M	83683	1955
John	M	80028	1955
William	M	59936	1955
Richard	M	53529	1955
Thomas	M	45812	1955
Mark	M	42217	1955
Steven	M	37813	1955
Mary	F	61750	1956
Debra	F	48299	1956
Linda	F	48071	1956
Deborah	F	47830	1956
Susan	F	46561	1956
Patricia	F	43327	1956
Karen	F	40042	1956
Cynthia	F	32342	1956
Barbara	F	32302	1956
Donna	F	29847	1956
Michael	M	90620	1956
James	M	84842	1956
Robert	M	83905	1956
David	M	81601	1956
John	M	80759	1956
William	M	58935	1956
Richard	M	52889	1956
Mark	M	48808	1956
Thomas	M	44801	1956
Steven	M	38380	1956
Mary	F	61095	1957
Susan	F	45946	1957
Linda	F	44496	1957
Debra	F	42734	1957
Karen	F	40588	1957
Deborah	F	40062	1957
Cynthia	F	39321	1957
Patricia	F	39279	1957
Barbara	F	29683	1957
Donna	F	28047	1957
Michael	M	92716	1957
James	M	84267	1957
David	M	82351	1957
Robert	M	81706	1957
John	M	78991	1957
William	M	56838	1957
Mark	M	52805	1957
Richard	M	52399	1957
Thomas	M	44581	1957
Steven	M	36826	1957
Mary	F	55855	1958
Susan	F	45172	1958
Linda	F	41899	1958
Karen	F	38465	1958
Patricia	F	37932	1958
Debra	F	35520	1958
Deborah	F	32940	1958
Cynthia	F	31000	1958
Barbara	F	27878	1958
Donna	F	26945	1958
Michael	M	90512	1958
David	M	82593	1958
James	M	78716	1958
Robert	M	77296	1958
John	M	75989	1958
William	M	54205	1958
Mark	M	52667	1958
Richard	M	49950	1958
Thomas	M	42067	1958
Steven	M	32950	1958
Mary	F	54473	1959
Susan	F	41601	1959
Linda	F	40413	1959
Karen	F	36773	1959
Donna	F	36465	1959
Patricia	F	35220	1959
Debra	F	31371	1959
Cynthia	F	30170	1959
Deborah	F	29553	1959
Lisa	F	25693	1959
Michael	M	85262	1959
David	M	83923	1959
James	M	78598	1959
John	M	76424	1959
Robert	M	74499	1959
Mark	M	56921	1959
William	M	51371	1959
Richard	M	47176	1959
Thomas	M	40275	1959
Steven	M	33581	1959
Mary	F	51477	1960
Susan	F	39202	1960
Linda	F	37313	1960
Karen	F	36377	1960
Donna	F	34133	1960
Lisa	F	33702	1960
Patricia	F	32103	1960
Debra	F	26737	1960
Cynthia	F	26727	1960
Deborah	F	25265	1960
David	M	85940	1960
Michael	M	84208	1960
James	M	76849	1960
John	M	76118	1960
Robert	M	72378	1960
Mark	M	58739	1960
William	M	49354	1960
Richard	M	43564	1960
Thomas	M	39290	1960
Steven	M	33899	1960
Mary	F	47667	1961
Lisa	F	42699	1961
Susan	F	37525	1961
Linda	F	35574	1961
Karen	F	34690	1961
Patricia	F	28869	1961
Donna	F	28665	1961
Cynthia	F	24379	1961
Sandra	F	24142	1961
Deborah	F	24095	1961
Michael	M	86922	1961
David	M	84762	1961
John	M	79918	1961
James	M	75918	1961
Robert	M	72905	1961
Mark	M	57761	1961
William	M	48000	1961
Richard	M	41114	1961
Thomas	M	37549	1961
Steven	M	32245	1961
Lisa	F	46081	1962
Mary	F	43490	1962
Susan	F	35743	1962
Karen	F	35186	1962
