Alice	F	4107	1907
Marie	F	3879	1907
John	M	8983	1907
William	M	6905	1907
James	M	6707	1907
George	M	4445	1907
Robert	M	4020	1907
Charles	M	3884	1907
Joseph	M	3844	1907
Frank	M	2943	1907
Edward	M	2576	1907
Henry	M	2203	1907
Mary	F	18666	1908
Helen	F	8439	1908
Margaret	F	6976	1908
Ruth	F	6180	1908
Anna	F	5860	1908
Dorothy	F	5703	1908
Elizabeth	F	4904	1908
Mildred	F	4624	1908
Alice	F	4270	1908
Marie	F	4076	1908
John	M	9342	1908
William	M	7528	1908
James	M	7012	1908
George	M	4584	1908
Robert	M	4219	1908
Joseph	M	4162	1908
Charles	M	3929	1908
Frank	M	3146	1908
Edward	M	2707	1908
Thomas	M	2301	1908
Mary	F	19259	1909
Helen	F	9250	1909
Margaret	F	7359	1909
Ruth	F	6509	1909
Dorothy	F	6253	1909
Anna	F	5804	1909
Elizabeth	F	5176	1909
Mildred	F	5054	1909
Marie	F	4301	1909
Alice	F	4170	1909
John	M	9591	1909
William	M	7914	1909
James	M	7594	1909
George	M	4688	1909
Robert	M	4563	1909
Joseph	M	4348	1909
Charles	M	4030	1909
Frank	M	3244	1909
Edward	M	2935	1909
Thomas	M	2468	1909
Mary	F	22848	1910
Helen	F	10479	1910
Margaret	F	8226	1910
Dorothy	F	7318	1910
Ruth	F	7212	1910
Anna	F	6436	1910
Elizabeth	F	5800	1910
Mildred	F	5692	1910
Marie	F	4790	1910
Alice	F	4671	1910
John	M	11450	1910
James	M	9195	1910
William	M	8844	1910
Robert	M	5609	1910
George	M	5441	1910
Joseph	M	5228	1910
Charles	M	4785	1910
Frank	M	3768	1910
Edward	M	3408	1910
Henry	M	2899	1910
Mary	F	24390	1911
Helen	F	11801	1911
Margaret	F	9279	1911
Dorothy	F	8869	1911
Ruth	F	8003	1911
Anna	F	6753	1911
Elizabeth	F	6298	1911
Mildred	F	6271	1911
Marie	F	5017	1911
Frances	F	4967	1911
John	M	13446	1911
William	M	10593	1911
James	M	9951	1911
George	M	6586	1911
Robert	M	6526	1911
Joseph	M	6488	1911
Charles	M	5725	1911
Frank	M	4314	1911
Edward	M	4164	1911
Thomas	M	3293	1911
Mary	F	32304	1912
Helen	F	16133	1912
Dorothy	F	12645	1912
Margaret	F	12535	1912
Ruth	F	11280	1912
Mildred	F	8764	1912
Anna	F	8586	1912
Elizabeth	F	8528	1912
Frances	F	6680	1912
Marie	F	6642	1912
John	M	24587	1912
William	M	19626	1912
James	M	17644	1912
Robert	M	12837	1912
Joseph	M	12062	1912
George	M	11734	1912
Charles	M	11070	1912
Edward	M	7936	1912
Frank	M	7912	1912
Thomas	M	6086	1912
Mary	F	36641	1913
Helen	F	18889	1913
Dorothy	F	14674	1913
Margaret	F	14486	1913
Ruth	F	12608	1913
Mildred	F	9921	1913
Anna	F	9687	1913
Elizabeth	F	9505	1913
Frances	F	7694	1913
Marie	F	7353	1913
John	M	29329	1913
William	M	23538	1913
James	M	20831	1913
Robert	M	15683	1913
Joseph	M	14471	1913
George	M	13874	1913
Charles	M	13190	1913
Edward	M	9474	1913
Frank	M	9237	1913
Thomas	M	7096	1913
Mary	F	45345	1914
Helen	F	23221	1914
Dorothy	F	18782	1914
Margaret	F	17763	1914
Ruth	F	15839	1914
