Matthew	M	28558	1975
William	M	25575	1975
Jennifer	F	59476	1976
Amy	F	31341	1976
Melissa	F	25092	1976
Heather	F	24199	1976
Angela	F	22041	1976
Michelle	F	19555	1976
Kimberly	F	18966	1976
Jessica	F	18370	1976
Lisa	F	17349	1976
Amanda	F	15591	1976
Michael	M	66966	1976
Jason	M	52684	1976
Christopher	M	45216	1976
David	M	39297	1976
James	M	38308	1976
John	M	34001	1976
Robert	M	33810	1976
Brian	M	30537	1976
Matthew	M	29993	1976
Daniel	M	24720	1976
Jennifer	F	58964	1977
Melissa	F	26887	1977
Amy	F	26732	1977
Jessica	F	24845	1977
Heather	F	23775	1977
Angela	F	20998	1977
Michelle	F	19539	1977
Kimberly	F	18286	1977
Amanda	F	18279	1977
Kelly	F	18235	1977
Michael	M	67615	1977
Jason	M	55654	1977
Christopher	M	46751	1977
David	M	40548	1977
James	M	40051	1977
John	M	34236	1977
Robert	M	34222	1977
Brian	M	32502	1977
Matthew	M	31976	1977
Joseph	M	26491	1977
Jennifer	F	56318	1978
Melissa	F	28332	1978
Jessica	F	26102	1978
Amy	F	23215	1978
Heather	F	22269	1978
Amanda	F	20521	1978
Angela	F	20511	1978
Sarah	F	19978	1978
Michelle	F	18861	1978
Nicole	F	17273	1978
Michael	M	67159	1978
Jason	M	51621	1978
Christopher	M	47257	1978
David	M	40703	1978
James	M	39915	1978
Matthew	M	34313	1978
John	M	34031	1978
Robert	M	33392	1978
Brian	M	29450	1978
Joseph	M	26671	1978
Jennifer	F	56720	1979
Melissa	F	34051	1979
Amanda	F	31927	1979
Jessica	F	27776	1979
Amy	F	21612	1979
Sarah	F	21017	1979
Heather	F	20842	1979
Angela	F	20257	1979
Nicole	F	19511	1979
Michelle	F	19267	1979
Michael	M	67735	1979
Christopher	M	50680	1979
Jason	M	50407	1979
David	M	42079	1979
James	M	39374	1979
Matthew	M	35656	1979
John	M	35435	1979
Robert	M	34023	1979
Joshua	M	31136	1979
Joseph	M	28671	1979
Jennifer	F	58379	1980
Amanda	F	35819	1980
Jessica	F	33923	1980
Melissa	F	31634	1980
Sarah	F	25754	1980
Heather	F	19972	1980
Nicole	F	19918	1980
Amy	F	19833	1980
Elizabeth	F	19529	1980
Michelle	F	19122	1980
Michael	M	68680	1980
Christopher	M	49091	1980
Jason	M	48170	1980
David	M	41922	1980
James	M	39317	1980
Matthew	M	37863	1980
Joshua	M	36060	1980
John	M	35274	1980
Robert	M	34276	1980
Joseph	M	30199	1980
Jennifer	F	57046	1981
Jessica	F	42530	1981
Amanda	F	34372	1981
Sarah	F	28170	1981
Melissa	F	28003	1981
Amy	F	20343	1981
Nicole	F	20314	1981
Stephanie	F	20211	1981
Elizabeth	F	20171	1981
Heather	F	17945	1981
Michael	M	68765	1981
Christopher	M	50228	1981
Matthew	M	43324	1981
Jason	M	41926	1981
David	M	40647	1981
Joshua	M	39054	1981
James	M	38307	1981
John	M	34881	1981
Robert	M	34396	1981
Daniel	M	30992	1981
Jennifer	F	57113	1982
Jessica	F	45444	1982
Amanda	F	34211	1982
Sarah	F	28483	1982
Melissa	F	25863	1982
Nicole	F	21705	1982
Stephanie	F	20856	1982
Elizabeth	F	20512	1982
Crystal	F	19101	1982
Amy	F	18800	1982
Michael	M	68228	1982
Christopher	M	59227	1982
Matthew	M	46055	1982
Jason	M	40618	1982
David	M	40446	1982
James	M	38870	1982
Joshua	M	38026	1982
John	M	34698	1982
Robert	M	34416	1982
Daniel	M	32653	1982
Jennifer	F	54339	1983
Jessica	F	45281	1983
Amanda	F	33754	1983
Ashley	F	33290	1983
Sarah	F	27231	1983
Melissa	F	23473	1983
Nicole	F	22396	1983
Stephanie	F	22325	1983
Heather	F	20747	1983
Elizabeth	F	19840	1983
Michael	M	67993	1983
Christopher	M	59339	1983
Matthew	M	50207	1983
David	M	39199	1983
Joshua	M	36705	1983
James	M	36348	1983
Jason	M	35109	1983
Daniel	M	34747	1983
John	M	33151	1983
Robert	M	32745	1983
Jennifer	F	50562	1984
Jessica	F	45854	1984
Ashley	F	38766	1984
Amanda	F	33906	1984
Sarah	F	25876	1984
Stephanie	F	23020	1984
Nicole	F	22262	1984
Melissa	F	21888	1984
Heather	F	21490	1984
Elizabeth	F	20363	1984
Michael	M	67732	1984
Christopher	M	60023	1984
Matthew	M	49770	1984
Joshua	M	40253	1984
David	M	38477	1984
Daniel	M	36526	1984
James	M	35847	1984
John	M	32604	1984
Robert	M	31766	1984
Joseph	M	30510	1984
Jessica	F	48345	1985
Ashley	F	47007	1985
Jennifer	F	42649	1985
Amanda	F	39053	1985
Sarah	F	24879	1985
Stephanie	F	23239	1985
Nicole	F	22965	1985
Heather	F	21151	1985
Elizabeth	F	20539	1985
Megan	F	20013	1985
Michael	M	64899	1985
Christopher	M	59598	1985
Matthew	M	47068	1985
Joshua	M	42193	1985
Daniel	M	38533	1985
David	M	38510	1985
James	M	35846	1985
Robert	M	32087	1985
John	M	31497	1985
Joseph	M	30214	1985
Jessica	F	52668	1986
Ashley	F	49675	1986
Amanda	F	40525	1986
Jennifer	F	36181	1986
Sarah	F	28152	1986
Stephanie	F	22644	1986
Nicole	F	21285	1986
Brittany	F	20310	1986
Heather	F	19792	1986
Elizabeth	F	19068	1986
Michael	M	64202	1986
Christopher	M	56680	1986
Matthew	M	46916	1986
Joshua	M	37538	1986
David	M	37137	1986
Daniel	M	36564	1986
James	M	34033	1986
Andrew	M	33856	1986
Robert	M	31339	1986
John	M	30198	1986
Jessica	F	55988	1987
Ashley	F	54848	1987
Amanda	F	41785	1987
Jennifer	F	32696	1987
Sarah	F	27889	1987
Stephanie	F	22397	1987
Brittany	F	22228	1987
Nicole	F	20282	1987
